TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
HX6ATX2473S027MM2,8/20/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,10836,2825.6
HX6ATX3345S075MM2,9/7/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,23584,4100.4
HX7NNW3099S082TT2,9/5/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS VII,12134,2955.4
HX7NNW3100S034TS2,9/15/2017,8/30/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(HA4) SOUTHAMPTON,GB",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS II,24686,4210.6
HX7WCW2800S057MMA,9/8/2017,8/27/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,MATS - MATSON NAVIGATION CO.,AAFES,40FT,CLASS VI,19760,3718
M0017271250001XDX,9/15/2017,8/29/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,CEGL - CENTRAL GULF LINES,MARINE CORPS,BREAKBULK,CLASS VII,28519,4593.9
M202337152004EXXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,28452,4587.2
MMSA017088AT01XMX,9/15/2017,8/29/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,CEGL - CENTRAL GULF LINES,MARINE CORPS,BREAKBULK,CLASS IX,28316,4573.6
N0016471727809XBX,8/30/2017,9/17/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,NAVY,BREAKBULK,CLASS VII,13331,3075.1
N002503625S030MM2,9/28/2017,8/29/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(KJ6) ALGECIRAS,ES",EUCOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS I,10804,2822.4
N605142768V007TK2,8/7/2017,,"(CE1) GUANTANAMO,A2",SOUTHCOM,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,SYLF - SCHUYLER LINE NAVIGATION COMPANY LLC,NAVY,40FT,Class Unknown,14552,3197.2
R0913671280034XXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,13003,3042.3
S1103A7204H600XEX,9/15/2017,9/6/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UB1) NAHA,JP",PACOM,CEGL - CENTRAL GULF LINES,DCMA,BREAKBULK,CLASS VII,28474,4589.4
SC31052274M315MMB,9/1/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,10829,2824.9
SC31052641M219MM2,9/6/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UQ5) HAKATA,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,29975,4739.5
SC31053208M162MM5,10/14/2017,8/31/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,11113,2853.3
SC31053208V181MMB,9/25/2017,9/4/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PQ7) JEBEL ALI,AE",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,25103,4252.3
SC31053356M5771LB,9/17/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,28806,4622.6
SC31053413M0411MB,10/12/2017,9/18/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,UNKNOWN,DLA,40FT,CLASS I,20014,3743.4
SE6P042073V003KK9,7/5/2017,9/4/2017,"(HA4) SOUTHAMPTON,GB",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,20FT,CLASS III,14605,3202.5
SL470170330EQUXXX,3/25/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,Class Unknown,27296,4471.6
SW31232780M052MM2,8/11/2017,,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS IX,29288,4670.8
SW32252641S092MK2,9/9/2017,8/26/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(RB1) SINGAPORE,SG",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,16804,3422.4
SW32252729S935TTA,9/12/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IX,13693,3111.3
SW32252815S312MMA,9/19/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,UNKNOWN,DLA,40FT,CLASS IX,15698,3311.8
SW32512610M001ML2,8/31/2017,,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,15907,3332.7
UY03063009M003MM2,7/29/2017,,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,27119,4453.9
UY800171466W59XXX,8/11/2017,,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IV,18796,3621.6
W22P1H2582V080KK2,9/27/2017,9/3/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UBC) TENGAN,JP",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,22261,3968.1
W25G1R3127V063KK2,7/31/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,29283,4670.3
W44XMF2582V224KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,18788,3620.8
W44XMF2617V092KK2,4/15/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,11918,2933.8
W44XMF3127V106KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,19641,3706.1
W562RM7142DT04XXX,9/25/2017,9/3/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E6) PORT ARTHUR,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS IX,20450,3787
W562RM7152DT02XXX,9/12/2017,9/3/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E6) PORT ARTHUR,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS IX,16062,3348.2
W562RM7157DT01XXX,9/24/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS IX,16719,3413.9
W65XME3729V041KK2,6/7/2018,8/29/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,16268,3368.8
W67G232582V007KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,14547,3196.7
W81W1T3122V0082M2,9/10/2017,8/25/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS II,23479,4089.9
W90Z9C2643V669KK2,7/16/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,13044,3046.4
W90Z9C2643V673KK2,7/16/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,UNKNOWN,ARMY,20FT,CLASS V,19185,3660.5
WT5LE12178V072KK2,4/2/2017,9/3/2017,"(UL9) HIRAO,JP",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,BREAKBULK,CLASS VII,18921,3634.1
BJ8H7561799037XTX,7/1/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,24012,4143.2
FV529470330099XCQ,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,10667,2808.7
HQCAAB3099S059KTA,8/26/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,24241,4166.1
HX6ATX3345S071MM2,9/7/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,13799,3121.9
HX6ATX3405S042MMA,9/5/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,21391,3881.1
HX6KPW2815S0201LB,9/12/2017,8/29/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,10933,2835.3
HX6NJX3152S001MM2,8/8/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,20FT,CLASS I,19011,3643.1
HX7NNW3405S007TT2,9/14/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS VI,26048,4346.8
HX7WCW2611S051MMA,8/25/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,28401,4582.1
HX7WCW2800S055MLA,9/11/2017,8/28/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TA3) GARAPAN,MP",PACOM,MATS - MATSON NAVIGATION CO.,AAFES,40FT,CLASS VI,26530,4395
N002502811S036MLA,9/5/2017,8/27/2017,"(3H7) TERMINAL ISLAND,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,MATS - MATSON NAVIGATION CO.,NEXCOM,40FT,CLASS II,18404,3582.4
N002503376S009TTA,10/5/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS II,10196,2761.6
N002503624S019ML2,9/18/2017,9/8/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PB1) DJIBOUTI,DJ",AFRICOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS I,12082,2950.2
N638212935V171KK2,5/27/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS IX,10648,2806.8
N638217184H080XXX,8/9/2017,,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS VII,25895,4331.5
R0913671240065XXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,29229,4664.9
R6668771871673XGX,8/14/2017,9/3/2017,"(TL7) KOSRAE,FM",PACOM,"(TL4) TRUK ISLAND,FM",PACOM,MATS - MATSON NAVIGATION CO.,OTHER,BREAKBULK,CLASS II,26729,4414.9
SC31037076AA01XCX,5/20/2017,10/16/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,UNKNOWN,DLA,BREAKBULK,CLASS II,28978,4639.8
SC31052283M336MM2,9/17/2017,9/10/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DLA,20FT,CLASS I,19334,3675.4
SC31053308M065MLB,9/1/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,12825,3024.5
SC31053308M084MM2,9/8/2017,9/2/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,24964,4238.4
SC31053356M527ML2,9/15/2017,9/2/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,22409,3982.9
SC31053356M567ML5,9/15/2017,9/4/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,20266,3768.6
SE6P042088V005KK9,7/25/2017,8/25/2017,"(HA8) FELIXSTOWE,GB",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS III,24660,4208
SW07022950V002MMA,9/22/2017,8/31/2017,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,25723,4314.3
SW31143093M003MM2,8/6/2017,8/25/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,29604,4702.4
SW31233182M003MM2,9/6/2017,9/21/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,18273,3569.3
SW31233259M014MMA,11/13/2017,9/29/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,12282,2970.2
SW314271300003XXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,17699,3511.9
SW31853624M0091L2,10/1/2017,10/18/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK7) HAMAD, QATAR",CENTCOM,UNKNOWN,DLA,40FT,CLASS II,12107,2952.7
SWE3002305V002MM2,7/10/2017,,"(JG1) ROTTERDAM,NL",EUCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS IV,29754,4717.4
UY03063624M152ML5,9/26/2017,8/31/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PK7) HAMAD, QATAR",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,14652,3207.2
UY800170200W52XXX,4/21/2017,,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS VII,23765,4118.5
W22P1H3127V001KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS II,18794,3621.4
W36QLP3761V006KK2,7/29/2017,9/11/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(JG9) VLISSINGEN (FLUSHING),NL",EUCOM,TMGT - TOTE MARITIME PUERTO RICO LLC,ARMY,20FT,CLASS V,16688,3410.8
W44XMF2541V061KK2,3/24/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(LJ5) ASHDOD,IL",EUCOM,MSCS - MSC,ARMY,20FT,CLASS V,11231,2865.1
W44XMF2582V103KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,10490,2791
W44XMF2582V171KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS VII,28273,4569.3
W53XMD3349V028KK2,9/27/2017,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,23274,4069.4
W56HZW7082W263XBX,7/28/2017,8/25/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MAEU - MAERSK LINES INC,ARMY,BREAKBULK,CLASS VII,20114,3753.4
W56HZW7121003WLSX,9/18/2017,8/31/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,21851,3927.1
W56HZW7129384WLXX,8/23/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,25834,4325.4
W80Y3J72155913XXX,11/15/2017,9/30/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,10452,2787.2
W810WN2815M003LPB,9/22/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,ARMY,40FT,CLASS I,24321,4174.1
W905WL2843V024MM2,9/29/2017,8/31/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(2E4) HOUSTON,TX,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS IX,17265,3468.5
W90CGJ71729013XYX,9/12/2017,9/3/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PK7) HAMAD, QATAR",CENTCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,BREAKBULK,CLASS VII,26101,4352.1
W90Z9F2643V080KK2,7/10/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,11537,2895.7
WT5JH62989V0011K2,10/26/2017,9/9/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(LD1) PIRAEUS,GR",EUCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,20FT,Class Unknown,17608,3502.8
$$$09702909TA1XXX,7/28/2017,9/1/2017,"(TA1) APRA HARBOR,GU",PACOM,"(3H2) SAN PEDRO,CA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,MARINE CORPS,BREAKBULK,Class Unknown,20882,3830.2
$$$83034725UB1XXX,9/25/2017,9/24/2017,"(UB1) NAHA,JP",PACOM,"(UG3) KUSHIRO,JP",PACOM,UNKNOWN,MARINE CORPS,BREAKBULK,Class Unknown,15801,3322.1
BESQ9N52549001XCX,6/1/2017,9/3/2017,"(4E1) TACOMA,WA,US",NORTHCOM,"(DC3) ACAJUTLA PORT,SV",SOUTHCOM,SQMS - SUPERIOR MARINE SERVICES INC.,DCMA,BREAKBULK,CLASS VII,20944,3836.4
BJ3H7550909023XNX,8/8/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,17496,3491.6
BJ3H7550909026XCX,9/18/2017,9/10/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,29560,4698
BJ3H7550909078XRX,9/12/2017,10/5/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,17741,3516.1
BJ7H7552619001XEX,7/4/2017,9/3/2017,"(KF3) LIVORNO,IT",EUCOM,"(NE1) MOMBASA,KE",AFRICOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,29936,4735.6
BJ8H7561179004XBX,10/27/2017,10/16/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,26687,4410.7
BJ8H7561799002XYX,10/17/2017,10/5/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,26637,4405.7
BJ8H7561799008XUX,7/1/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,19945,3736.5
BJ8H7561799040XAX,7/15/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,29940,4736
FA307270620038XXA,3/28/2017,9/7/2017,"(CE1) GUANTANAMO,A2",SOUTHCOM,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS II,22016,3943.6
FB44863012V001LM2,3/17/2017,,"(GA3) PRAIA DE VITORIA,PT",EUCOM,"(1P2) CHARLESTON,SC,US",NORTHCOM,HLUS - HAPAG-LLOYD,AIR FORCE,20FT,CLASS VII,23538,4095.8
FB52402792V001MM2,9/17/2017,8/27/2017,"(TA1) APRA HARBOR,GU",PACOM,"(4D3) SEATTLE,WA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,AIR FORCE,20FT,CLASS IX,28965,4638.5
FB527071620232XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS III,25598,4301.8
FE524062382004XAX,9/10/2017,8/28/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,CEGL - CENTRAL GULF LINES,GSA,BREAKBULK,CLASS VII,16694,3411.4
GN0SDD3109M030MMA,9/25/2017,9/21/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,16547,3396.7
HE76212610M002MLA,9/10/2017,8/29/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DODDS,40FT,CLASS II,22449,3986.9
HQ07567222PL04XXX,8/25/2017,9/3/2017,"(1P2) CHARLESTON,SC,US",NORTHCOM,"(JS1) GDANSK,PL",EUCOM,MAEU - MAERSK LINES INC,OTHER,BREAKBULK,CLASS VII,27297,4471.7
HQCAAB3100S211KTA,9/4/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,29237,4665.7
HQCAAB3359S180KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,18508,3592.8
HQCWJ62641S012KTB,9/13/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,18960,3638
HQCWJ62815S053KTB,10/4/2017,8/27/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,22203,3962.3
HQCWJ62828S073KT2,9/15/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,29031,4645.1
